Destination,Region,Country,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,GDP(billion euros),GDP per capita,Tourist_rank,Safty_Rank,Season,Tourism_Suitable_Percentage,Weather_Rank,Recommendation_Score,Avg_Rank,T1,S2,W3
Odense,Region Syddanmark,Denmark,City,55.397081,10.395973,1500000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Birthplace of Hans Christian Andersen, known for its fairy-tale atmosphere.","A charming city with a strong literary history, scenic parks, and museums.",57.3,35100,19,1,Summer,0.203351449,22,7,0.461494253,0.620689655,0,0.777777778
Odense,Region Syddanmark,Denmark,City,55.397081,10.395973,1500000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Birthplace of Hans Christian Andersen, known for its fairy-tale atmosphere.","A charming city with a strong literary history, scenic parks, and museums.",57.3,35100,19,1,Winter,0.880555556,9,20,0.302605364,0.620689655,0,0.296296296
Pisa,Tuscany,Italy,City,43.715899,10.996557,1500000,Euro,Roman Catholic,"Pizza, Pasta, Gelato",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Famous for its Leaning Tower, but also offers other historical attractions and beautiful scenery.","Known for the iconic Leaning Tower of Pisa, as well as its Romanesque architecture.",,,19,1,Autumn,0.630494505,2,27,0.217049808,0.620689655,0,0.037037037
Pisa,Tuscany,Italy,City,43.715899,10.996557,1500000,Euro,Roman Catholic,"Pizza, Pasta, Gelato",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Famous for its Leaning Tower, but also offers other historical attractions and beautiful scenery.","Known for the iconic Leaning Tower of Pisa, as well as its Romanesque architecture.",,,19,1,Spring,0.666666667,4,25,0.241494253,0.620689655,0,0.111111111
Pisa,Tuscany,Italy,City,43.715899,10.996557,1500000,Euro,Roman Catholic,"Pizza, Pasta, Gelato",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Famous for its Leaning Tower, but also offers other historical attractions and beautiful scenery.","Known for the iconic Leaning Tower of Pisa, as well as its Romanesque architecture.",,,19,1,Summer,0.745923913,1,28,0.204827586,0.620689655,0,0
Pisa,Tuscany,Italy,City,43.715899,10.996557,1500000,Euro,Roman Catholic,"Pizza, Pasta, Gelato",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Famous for its Leaning Tower, but also offers other historical attractions and beautiful scenery.","Known for the iconic Leaning Tower of Pisa, as well as its Romanesque architecture.",,,19,1,Winter,0.983333333,2,27,0.217049808,0.620689655,0,0.037037037
Bilbao,Basque Country,Spain,City,43.257158,-2.936487,1500000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A modern city known for its Guggenheim Museum, vibrant atmosphere, and delicious pintxos.","An industrial city turned cultural hotspot, home to the iconic Guggenheim Museum.",71.7,33860,19,1,Autumn,0.597527473,3,26,0.229272031,0.620689655,0,0.074074074
Bilbao,Basque Country,Spain,City,43.257158,-2.936487,1500000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A modern city known for its Guggenheim Museum, vibrant atmosphere, and delicious pintxos.","An industrial city turned cultural hotspot, home to the iconic Guggenheim Museum.",71.7,33860,19,1,Spring,0.744112319,3,26,0.229272031,0.620689655,0,0.074074074
Bilbao,Basque Country,Spain,City,43.257158,-2.936487,1500000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A modern city known for its Guggenheim Museum, vibrant atmosphere, and delicious pintxos.","An industrial city turned cultural hotspot, home to the iconic Guggenheim Museum.",71.7,33860,19,1,Summer,0.636775362,4,25,0.241494253,0.620689655,0,0.111111111
Bilbao,Basque Country,Spain,City,43.257158,-2.936487,1500000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A modern city known for its Guggenheim Museum, vibrant atmosphere, and delicious pintxos.","An industrial city turned cultural hotspot, home to the iconic Guggenheim Museum.",71.7,33860,19,1,Winter,0.951851852,4,25,0.241494253,0.620689655,0,0.111111111
Corfu,Ionian Islands,Greece,Island,39.613728,19.900073,1500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for beautiful beaches, olive groves, and Venetian architecture.",,3.343,16457,19,1,Autumn,0.578754579,5,24,0.253716475,0.620689655,0,0.148148148
Corfu,Ionian Islands,Greece,Island,39.613728,19.900073,1500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for beautiful beaches, olive groves, and Venetian architecture.",,3.343,16457,19,1,Spring,0.793931159,2,27,0.217049808,0.620689655,0,0.037037037
Corfu,Ionian Islands,Greece,Island,39.613728,19.900073,1500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for beautiful beaches, olive groves, and Venetian architecture.",,3.343,16457,19,1,Summer,0.730525362,2,27,0.217049808,0.620689655,0,0.037037037
Corfu,Ionian Islands,Greece,Island,39.613728,19.900073,1500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for beautiful beaches, olive groves, and Venetian architecture.",,3.343,16457,19,1,Winter,0.970833333,3,26,0.229272031,0.620689655,0,0.074074074
Belgrade,Central Serbia,Serbia,City,44.816667,20.448889,1500000,Serbian dinar (RSD),Serbian Orthodox,"Ćevapi, Pljeskavica, Sarma",Serbian,Spring (April-May) or Fall (Sep-Oct),Medium,"Generally safe, but be aware of pickpockets","The capital city, known for its historical landmarks, vibrant nightlife, and beautiful riverside location.",,14.819,7470,19,3,,,14,,0.528716475,0.620689655,0.5,0.481481481
Neuschwanstein Castle,Bavaria,Germany,Castle,47.557778,10.748611,1500000,Euro,Protestant,Bavarian cuisine,German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A fairytale castle built by King Ludwig II, known for its stunning architecture and scenic views.","One of the most famous castles in the world, inspiring Disney’s Cinderella Castle.",128.752,86529,19,1,Autumn,0.475274725,14,15,0.363716475,0.620689655,0,0.481481481
Neuschwanstein Castle,Bavaria,Germany,Castle,47.557778,10.748611,1500000,Euro,Protestant,Bavarian cuisine,German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A fairytale castle built by King Ludwig II, known for its stunning architecture and scenic views.","One of the most famous castles in the world, inspiring Disney’s Cinderella Castle.",128.752,86529,19,1,Spring,0.381793478,15,14,0.375938697,0.620689655,0,0.518518519
Neuschwanstein Castle,Bavaria,Germany,Castle,47.557778,10.748611,1500000,Euro,Protestant,Bavarian cuisine,German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A fairytale castle built by King Ludwig II, known for its stunning architecture and scenic views.","One of the most famous castles in the world, inspiring Disney’s Cinderella Castle.",128.752,86529,19,1,Summer,0.441123188,13,16,0.351494253,0.620689655,0,0.444444444
Neuschwanstein Castle,Bavaria,Germany,Castle,47.557778,10.748611,1500000,Euro,Protestant,Bavarian cuisine,German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A fairytale castle built by King Ludwig II, known for its stunning architecture and scenic views.","One of the most famous castles in the world, inspiring Disney’s Cinderella Castle.",128.752,86529,19,1,Winter,0.706481481,12,17,0.339272031,0.620689655,0,0.407407407
Lucerne,Central Switzerland,Switzerland,City,47.051389,8.306944,1500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Picturesque city known for historic center and lake.,"A picturesque city on Lake Lucerne, known for its historic center, Chapel Bridge, and Lion Monument.",,,19,1,Autumn,0.412545788,21,8,0.449272031,0.620689655,0,0.740740741
Lucerne,Central Switzerland,Switzerland,City,47.051389,8.306944,1500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Picturesque city known for historic center and lake.,"A picturesque city on Lake Lucerne, known for its historic center, Chapel Bridge, and Lion Monument.",,,19,1,Spring,0.259057971,24,5,0.485938697,0.620689655,0,0.851851852
Lucerne,Central Switzerland,Switzerland,City,47.051389,8.306944,1500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Picturesque city known for historic center and lake.,"A picturesque city on Lake Lucerne, known for its historic center, Chapel Bridge, and Lion Monument.",,,19,1,Summer,0.338315217,19,10,0.424827586,0.620689655,0,0.666666667
Lucerne,Central Switzerland,Switzerland,City,47.051389,8.306944,1500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Picturesque city known for historic center and lake.,"A picturesque city on Lake Lucerne, known for its historic center, Chapel Bridge, and Lion Monument.",,,19,1,Winter,0.463888889,21,8,0.449272031,0.620689655,0,0.740740741
Luxembourg City,Luxembourg District,Luxembourg,City,49.611668,6.130237,1500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital city, known for its medieval fortifications, picturesque streets, and museums.","The capital city, known for its medieval fortifications, picturesque streets, and museums.",,,19,1,Autumn,0.4496337,17,12,0.400383142,0.620689655,0,0.592592593
Luxembourg City,Luxembourg District,Luxembourg,City,49.611668,6.130237,1500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital city, known for its medieval fortifications, picturesque streets, and museums.","The capital city, known for its medieval fortifications, picturesque streets, and museums.",,,19,1,Spring,0.354166667,17,12,0.400383142,0.620689655,0,0.592592593
Luxembourg City,Luxembourg District,Luxembourg,City,49.611668,6.130237,1500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital city, known for its medieval fortifications, picturesque streets, and museums.","The capital city, known for its medieval fortifications, picturesque streets, and museums.",,,19,1,Summer,0.40307971,16,13,0.388160919,0.620689655,0,0.555555556
Luxembourg City,Luxembourg District,Luxembourg,City,49.611668,6.130237,1500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital city, known for its medieval fortifications, picturesque streets, and museums.","The capital city, known for its medieval fortifications, picturesque streets, and museums.",,,19,1,Winter,0.680092593,13,16,0.351494253,0.620689655,0,0.444444444
Valletta,Central Region,Malta,City,35.897778,14.5075,1500000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital city, known for its fortified walls, baroque architecture, and historical sites.",,,,19,1,,,14,,0.363716475,0.620689655,0,0.481481481
Madeira,Madeira Island,Portugal,Island,32.652843,-16.976997,1000000,Euro,Roman Catholic,"Espetada, Bolo de Mel, Poncha",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Island known for lush landscapes, volcanic mountains, and Madeira wine.",,,,20,1,Autumn,0.753205128,1,28,0.216206897,0.655172414,0,0
Madeira,Madeira Island,Portugal,Island,32.652843,-16.976997,1000000,Euro,Roman Catholic,"Espetada, Bolo de Mel, Poncha",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Island known for lush landscapes, volcanic mountains, and Madeira wine.",,,,20,1,Spring,0.846014493,1,28,0.216206897,0.655172414,0,0
Madeira,Madeira Island,Portugal,Island,32.652843,-16.976997,1000000,Euro,Roman Catholic,"Espetada, Bolo de Mel, Poncha",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Island known for lush landscapes, volcanic mountains, and Madeira wine.",,,,20,1,Summer,0.429800725,15,14,0.387318008,0.655172414,0,0.518518519
Madeira,Madeira Island,Portugal,Island,32.652843,-16.976997,1000000,Euro,Roman Catholic,"Espetada, Bolo de Mel, Poncha",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Island known for lush landscapes, volcanic mountains, and Madeira wine.",,,,20,1,Winter,0.933796296,6,23,0.277318008,0.655172414,0,0.185185185
Sintra,Lisbon,Portugal,Town,38.730825,-9.360576,1000000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Historic town known for Pena National Palace, Moorish Castle, and romantic atmosphere.",,,,20,1,Autumn,0.753205128,1,28,0.216206897,0.655172414,0,0
Sintra,Lisbon,Portugal,Town,38.730825,-9.360576,1000000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Historic town known for Pena National Palace, Moorish Castle, and romantic atmosphere.",,,,20,1,Spring,0.846014493,1,28,0.216206897,0.655172414,0,0
Sintra,Lisbon,Portugal,Town,38.730825,-9.360576,1000000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Historic town known for Pena National Palace, Moorish Castle, and romantic atmosphere.",,,,20,1,Summer,0.429800725,15,14,0.387318008,0.655172414,0,0.518518519
Sintra,Lisbon,Portugal,Town,38.730825,-9.360576,1000000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Historic town known for Pena National Palace, Moorish Castle, and romantic atmosphere.",,,,20,1,Winter,0.933796296,6,23,0.277318008,0.655172414,0,0.185185185
Strasbourg,Grand Est,France,City,48.572935,7.751936,1000000,Euro,Roman Catholic,"Quiche Lorraine, Choucroute, Bredele",French (and German),Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A charming city with a medieval Old Town, Gothic cathedral, and Christmas markets.","Located on the border with Germany, Strasbourg has a unique blend of French and German cultures.",265.412,47707,20,3,Autumn,0.571428571,7,22,0.45454023,0.655172414,0.5,0.222222222
Strasbourg,Grand Est,France,City,48.572935,7.751936,1000000,Euro,Roman Catholic,"Quiche Lorraine, Choucroute, Bredele",French (and German),Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A charming city with a medieval Old Town, Gothic cathedral, and Christmas markets.","Located on the border with Germany, Strasbourg has a unique blend of French and German cultures.",265.412,47707,20,3,Spring,0.49365942,9,20,0.478984674,0.655172414,0.5,0.296296296
Strasbourg,Grand Est,France,City,48.572935,7.751936,1000000,Euro,Roman Catholic,"Quiche Lorraine, Choucroute, Bredele",French (and German),Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A charming city with a medieval Old Town, Gothic cathedral, and Christmas markets.","Located on the border with Germany, Strasbourg has a unique blend of French and German cultures.",265.412,47707,20,3,Summer,0.457880435,12,17,0.515651341,0.655172414,0.5,0.407407407
Strasbourg,Grand Est,France,City,48.572935,7.751936,1000000,Euro,Roman Catholic,"Quiche Lorraine, Choucroute, Bredele",French (and German),Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A charming city with a medieval Old Town, Gothic cathedral, and Christmas markets.","Located on the border with Germany, Strasbourg has a unique blend of French and German cultures.",265.412,47707,20,3,Winter,0.90462963,7,22,0.45454023,0.655172414,0.5,0.222222222
Hallstatt,Upper Austria,Austria,Town,47.556733,13.649528,1000000,Euro,Roman Catholic,"Kaiserschmarrn, Salzburger Nockerl, Wiener Schnitzel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Famous for its picturesque scenery, salt mines, and historic architecture.","A UNESCO World Heritage Site, Hallstatt is known for its stunning lakeside setting and history.",69.994,46700,20,1,Autumn,0.39010989,22,7,0.472873563,0.655172414,0,0.777777778
Hallstatt,Upper Austria,Austria,Town,47.556733,13.649528,1000000,Euro,Roman Catholic,"Kaiserschmarrn, Salzburger Nockerl, Wiener Schnitzel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Famous for its picturesque scenery, salt mines, and historic architecture.","A UNESCO World Heritage Site, Hallstatt is known for its stunning lakeside setting and history.",69.994,46700,20,1,Spring,0.315217391,21,8,0.460651341,0.655172414,0,0.740740741
Hallstatt,Upper Austria,Austria,Town,47.556733,13.649528,1000000,Euro,Roman Catholic,"Kaiserschmarrn, Salzburger Nockerl, Wiener Schnitzel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Famous for its picturesque scenery, salt mines, and historic architecture.","A UNESCO World Heritage Site, Hallstatt is known for its stunning lakeside setting and history.",69.994,46700,20,1,Summer,0.4375,14,15,0.375095786,0.655172414,0,0.481481481
Hallstatt,Upper Austria,Austria,Town,47.556733,13.649528,1000000,Euro,Roman Catholic,"Kaiserschmarrn, Salzburger Nockerl, Wiener Schnitzel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Famous for its picturesque scenery, salt mines, and historic architecture.","A UNESCO World Heritage Site, Hallstatt is known for its stunning lakeside setting and history.",69.994,46700,20,1,Winter,0.428240741,23,6,0.485095786,0.655172414,0,0.814814815
Malmö,Skåne County,Sweden,City,55.609934,13.007758,1000000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for modern architecture, museums, and arts scene.","A coastal city known for its modern architecture, museums, and vibrant arts scene.",40.672245,38505,20,1,Autumn,0.264194139,26,3,0.521762452,0.655172414,0,0.925925926
Malmö,Skåne County,Sweden,City,55.609934,13.007758,1000000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for modern architecture, museums, and arts scene.","A coastal city known for its modern architecture, museums, and vibrant arts scene.",40.672245,38505,20,1,Spring,0.222826087,26,3,0.521762452,0.655172414,0,0.925925926
Malmö,Skåne County,Sweden,City,55.609934,13.007758,1000000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for modern architecture, museums, and arts scene.","A coastal city known for its modern architecture, museums, and vibrant arts scene.",40.672245,38505,20,1,Summer,0.191123188,24,5,0.497318008,0.655172414,0,0.851851852
Malmö,Skåne County,Sweden,City,55.609934,13.007758,1000000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for modern architecture, museums, and arts scene.","A coastal city known for its modern architecture, museums, and vibrant arts scene.",40.672245,38505,20,1,Winter,0.468981481,20,9,0.448429119,0.655172414,0,0.703703704
Graz,Styria,Austria,City,47.070593,15.438261,1000000,Euro,Roman Catholic,"Backhendl, Kürbiskernsuppe, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its well-preserved Old Town, museums, and cultural festivals.","A city blending modern culture with historic architecture, featuring a vibrant arts scene.",51.59,41300,20,1,Autumn,0.39010989,22,7,0.472873563,0.655172414,0,0.777777778
Graz,Styria,Austria,City,47.070593,15.438261,1000000,Euro,Roman Catholic,"Backhendl, Kürbiskernsuppe, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its well-preserved Old Town, museums, and cultural festivals.","A city blending modern culture with historic architecture, featuring a vibrant arts scene.",51.59,41300,20,1,Spring,0.315217391,21,8,0.460651341,0.655172414,0,0.740740741
Graz,Styria,Austria,City,47.070593,15.438261,1000000,Euro,Roman Catholic,"Backhendl, Kürbiskernsuppe, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its well-preserved Old Town, museums, and cultural festivals.","A city blending modern culture with historic architecture, featuring a vibrant arts scene.",51.59,41300,20,1,Summer,0.4375,14,15,0.375095786,0.655172414,0,0.481481481
Graz,Styria,Austria,City,47.070593,15.438261,1000000,Euro,Roman Catholic,"Backhendl, Kürbiskernsuppe, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its well-preserved Old Town, museums, and cultural festivals.","A city blending modern culture with historic architecture, featuring a vibrant arts scene.",51.59,41300,20,1,Winter,0.428240741,23,6,0.485095786,0.655172414,0,0.814814815
Verona,Veneto,Italy,City,45.439559,10.996557,1000000,Euro,Roman Catholic,"Pizza, Pasta, Risotto",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A romantic city known for its Shakespearean connection, Arena di Verona, and beautiful architecture.","Famous for being the setting of ""Romeo and Juliet"" and its well-preserved Roman amphitheater.",,,20,1,Autumn,0.630494505,2,27,0.228429119,0.655172414,0,0.037037037
Verona,Veneto,Italy,City,45.439559,10.996557,1000000,Euro,Roman Catholic,"Pizza, Pasta, Risotto",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A romantic city known for its Shakespearean connection, Arena di Verona, and beautiful architecture.","Famous for being the setting of ""Romeo and Juliet"" and its well-preserved Roman amphitheater.",,,20,1,Spring,0.666666667,4,25,0.252873563,0.655172414,0,0.111111111
Verona,Veneto,Italy,City,45.439559,10.996557,1000000,Euro,Roman Catholic,"Pizza, Pasta, Risotto",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A romantic city known for its Shakespearean connection, Arena di Verona, and beautiful architecture.","Famous for being the setting of ""Romeo and Juliet"" and its well-preserved Roman amphitheater.",,,20,1,Summer,0.745923913,1,28,0.216206897,0.655172414,0,0
Verona,Veneto,Italy,City,45.439559,10.996557,1000000,Euro,Roman Catholic,"Pizza, Pasta, Risotto",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A romantic city known for its Shakespearean connection, Arena di Verona, and beautiful architecture.","Famous for being the setting of ""Romeo and Juliet"" and its well-preserved Roman amphitheater.",,,20,1,Winter,0.983333333,2,27,0.228429119,0.655172414,0,0.037037037
Scottish Highlands,Scotland,United Kingdom,Region,57.051528,-4.213333,1000000,British Pound Sterling (GBP),Christian (Presbyterian),"Haggis, Scotch whisky, Shortbread","English, Scottish Gaelic",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its stunning scenery, hiking trails, and wildlife.","A mountainous region known for its stunning scenery, hiking trails, and wildlife.",,,20,1,Autumn,0.47481685,15,14,0.387318008,0.655172414,0,0.518518519
Scottish Highlands,Scotland,United Kingdom,Region,57.051528,-4.213333,1000000,British Pound Sterling (GBP),Christian (Presbyterian),"Haggis, Scotch whisky, Shortbread","English, Scottish Gaelic",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its stunning scenery, hiking trails, and wildlife.","A mountainous region known for its stunning scenery, hiking trails, and wildlife.",,,20,1,Spring,0.341485507,18,11,0.423984674,0.655172414,0,0.62962963
Scottish Highlands,Scotland,United Kingdom,Region,57.051528,-4.213333,1000000,British Pound Sterling (GBP),Christian (Presbyterian),"Haggis, Scotch whisky, Shortbread","English, Scottish Gaelic",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its stunning scenery, hiking trails, and wildlife.","A mountainous region known for its stunning scenery, hiking trails, and wildlife.",,,20,1,Summer,0.145380435,25,4,0.50954023,0.655172414,0,0.888888889
Scottish Highlands,Scotland,United Kingdom,Region,57.051528,-4.213333,1000000,British Pound Sterling (GBP),Christian (Presbyterian),"Haggis, Scotch whisky, Shortbread","English, Scottish Gaelic",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its stunning scenery, hiking trails, and wildlife.","A mountainous region known for its stunning scenery, hiking trails, and wildlife.",,,20,1,Winter,0.934259259,5,24,0.265095786,0.655172414,0,0.148148148
Dinant,Namur,Belgium,Town,50.275573,5.024897,1000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A picturesque town along the Meuse River, known for its citadel, saxophones, and scenic beauty.","Dinant is the birthplace of Adolphe Sax, inventor of the saxophone, and features striking riverside views.",14.697,26300,20,1,Autumn,0.529761905,9,20,0.313984674,0.655172414,0,0.296296296
Dinant,Namur,Belgium,Town,50.275573,5.024897,1000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A picturesque town along the Meuse River, known for its citadel, saxophones, and scenic beauty.","Dinant is the birthplace of Adolphe Sax, inventor of the saxophone, and features striking riverside views.",14.697,26300,20,1,Spring,0.436594203,10,19,0.326206897,0.655172414,0,0.333333333
Dinant,Namur,Belgium,Town,50.275573,5.024897,1000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A picturesque town along the Meuse River, known for its citadel, saxophones, and scenic beauty.","Dinant is the birthplace of Adolphe Sax, inventor of the saxophone, and features striking riverside views.",14.697,26300,20,1,Summer,0.38134058,17,12,0.411762452,0.655172414,0,0.592592593
Dinant,Namur,Belgium,Town,50.275573,5.024897,1000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A picturesque town along the Meuse River, known for its citadel, saxophones, and scenic beauty.","Dinant is the birthplace of Adolphe Sax, inventor of the saxophone, and features striking riverside views.",14.697,26300,20,1,Winter,0.846759259,10,19,0.326206897,0.655172414,0,0.333333333
San Sebastián,Basque Country,Spain,City,43.317915,-1.959563,1000000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A coastal city known for its beautiful beaches, delicious pintxos, and vibrant atmosphere.","Renowned for its food scene, with pristine beaches and picturesque Old Town streets.",,,20,1,Autumn,0.597527473,3,26,0.240651341,0.655172414,0,0.074074074
San Sebastián,Basque Country,Spain,City,43.317915,-1.959563,1000000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A coastal city known for its beautiful beaches, delicious pintxos, and vibrant atmosphere.","Renowned for its food scene, with pristine beaches and picturesque Old Town streets.",,,20,1,Spring,0.744112319,3,26,0.240651341,0.655172414,0,0.074074074
San Sebastián,Basque Country,Spain,City,43.317915,-1.959563,1000000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A coastal city known for its beautiful beaches, delicious pintxos, and vibrant atmosphere.","Renowned for its food scene, with pristine beaches and picturesque Old Town streets.",,,20,1,Summer,0.636775362,4,25,0.252873563,0.655172414,0,0.111111111
